state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2025-05-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.2,5.2,0,29.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2025-05-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.2,5.2,0,29.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2025-05-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.2,5.2,0,29.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2025-05-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.2,5.2,0,29.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2025-05-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.2,5.2,0,29.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2025-05-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.2,5.2,0,29.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2024,2025-05-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.2,5.2,0,29.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2024,2025-05-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.2,5.2,0,29.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,1,1 HOUR,,2025-05-31,Micrograms/cubic meter (LC),No Events,22,92.0,Y,6.090909,11.0,14,,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2025-05-31,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.0,6.0,0,33.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2025-05-31,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.0,6.0,0,33.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2025-05-31,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.0,6.0,0,33.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2025-05-31,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.0,6.0,0,33.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2025-05-31,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.0,6.0,0,33.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2025-05-31,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.0,6.0,0,33.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2024,2025-05-31,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.0,6.0,0,33.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2024,2025-05-31,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.0,6.0,0,33.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,1,1 HOUR,,2025-06-01,Micrograms/cubic meter (LC),No Events,24,100.0,Y,4.333333,14.0,15,,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2025-06-01,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.3,4.3,0,24.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2025-06-01,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.3,4.3,0,24.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2025-06-01,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.3,4.3,0,24.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2025-06-01,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.3,4.3,0,24.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2025-06-01,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.3,4.3,0,24.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2025-06-01,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.3,4.3,0,24.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2024,2025-06-01,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.3,4.3,0,24.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2024,2025-06-01,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.3,4.3,0,24.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,1,1 HOUR,,2025-06-02,Micrograms/cubic meter (LC),No Events,24,100.0,Y,3.0,10.0,21,,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2025-06-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,3.0,3.0,0,17.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2025-06-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,3.0,3.0,0,17.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2025-06-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,3.0,3.0,0,17.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2025-06-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,3.0,3.0,0,17.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2025-06-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,3.0,3.0,0,17.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2025-06-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,3.0,3.0,0,17.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2024,2025-06-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,3.0,3.0,0,17.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2024,2025-06-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,3.0,3.0,0,17.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,1,1 HOUR,,2025-06-03,Micrograms/cubic meter (LC),No Events,22,92.0,Y,4.681818,11.0,1,,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2025-06-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.6,4.6,0,26.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2025-06-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.6,4.6,0,26.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2025-06-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.6,4.6,0,26.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2025-06-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.6,4.6,0,26.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2025-06-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.6,4.6,0,26.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2025-06-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.6,4.6,0,26.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2024,2025-06-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.6,4.6,0,26.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2024,2025-06-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.6,4.6,0,26.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,1,1 HOUR,,2025-06-04,Micrograms/cubic meter (LC),No Events,22,92.0,Y,4.045455,7.0,1,,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2025-06-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.0,4.0,0,22.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2025-06-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.0,4.0,0,22.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2025-06-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.0,4.0,0,22.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2025-06-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.0,4.0,0,22.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2025-06-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.0,4.0,0,22.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2025-06-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.0,4.0,0,22.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2024,2025-06-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.0,4.0,0,22.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2024,2025-06-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.0,4.0,0,22.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,1,1 HOUR,,2025-06-05,Micrograms/cubic meter (LC),No Events,24,100.0,Y,6.416667,10.0,13,,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2025-06-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.4,6.4,0,36.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2025-06-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.4,6.4,0,36.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2025-06-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.4,6.4,0,36.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2025-06-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.4,6.4,0,36.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2025-06-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.4,6.4,0,36.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2025-06-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.4,6.4,0,36.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2024,2025-06-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.4,6.4,0,36.0,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2025-08-15
