state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2006,2025-05-23,Micrograms/cubic meter (LC),No Events,1,100.0,Y,15.7,15.7,0,63.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2006,2025-05-23,Micrograms/cubic meter (LC),No Events,1,100.0,Y,15.7,15.7,0,63.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2012,2025-05-23,Micrograms/cubic meter (LC),No Events,1,100.0,Y,15.7,15.7,0,63.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,2025-05-23,Micrograms/cubic meter (LC),No Events,1,100.0,Y,15.7,15.7,0,63.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 1997,2025-05-23,Micrograms/cubic meter (LC),No Events,1,100.0,Y,15.7,15.7,0,63.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2025-05-23,Micrograms/cubic meter (LC),No Events,1,100.0,Y,15.7,15.7,0,63.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2024,2025-05-23,Micrograms/cubic meter (LC),No Events,1,100.0,Y,15.7,15.7,0,63.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2024,2025-05-23,Micrograms/cubic meter (LC),No Events,1,100.0,Y,15.7,15.7,0,63.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2006,2025-05-24,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.6,11.6,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2006,2025-05-24,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.6,11.6,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2012,2025-05-24,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.6,11.6,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,2025-05-24,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.6,11.6,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 1997,2025-05-24,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.6,11.6,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2025-05-24,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.6,11.6,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2024,2025-05-24,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.6,11.6,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2024,2025-05-24,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.6,11.6,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2006,2025-05-25,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.1,11.1,0,55.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2006,2025-05-25,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.1,11.1,0,55.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2012,2025-05-25,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.1,11.1,0,55.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,2025-05-25,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.1,11.1,0,55.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 1997,2025-05-25,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.1,11.1,0,55.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2025-05-25,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.1,11.1,0,55.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2024,2025-05-25,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.1,11.1,0,55.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2024,2025-05-25,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.1,11.1,0,55.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2006,2025-05-26,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.8,11.8,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2006,2025-05-26,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.8,11.8,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2012,2025-05-26,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.8,11.8,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,2025-05-26,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.8,11.8,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 1997,2025-05-26,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.8,11.8,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2025-05-26,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.8,11.8,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2024,2025-05-26,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.8,11.8,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2024,2025-05-26,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.8,11.8,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2006,2025-05-27,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.5,11.5,0,55.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2006,2025-05-27,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.5,11.5,0,55.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2012,2025-05-27,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.5,11.5,0,55.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,2025-05-27,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.5,11.5,0,55.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 1997,2025-05-27,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.5,11.5,0,55.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2025-05-27,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.5,11.5,0,55.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2024,2025-05-27,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.5,11.5,0,55.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2024,2025-05-27,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.5,11.5,0,55.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2006,2025-05-28,Micrograms/cubic meter (LC),No Events,1,100.0,Y,12.4,12.4,0,57.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2006,2025-05-28,Micrograms/cubic meter (LC),No Events,1,100.0,Y,12.4,12.4,0,57.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2012,2025-05-28,Micrograms/cubic meter (LC),No Events,1,100.0,Y,12.4,12.4,0,57.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,2025-05-28,Micrograms/cubic meter (LC),No Events,1,100.0,Y,12.4,12.4,0,57.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 1997,2025-05-28,Micrograms/cubic meter (LC),No Events,1,100.0,Y,12.4,12.4,0,57.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2025-05-28,Micrograms/cubic meter (LC),No Events,1,100.0,Y,12.4,12.4,0,57.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2024,2025-05-28,Micrograms/cubic meter (LC),No Events,1,100.0,Y,12.4,12.4,0,57.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2024,2025-05-28,Micrograms/cubic meter (LC),No Events,1,100.0,Y,12.4,12.4,0,57.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2006,2025-05-29,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.9,11.9,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2006,2025-05-29,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.9,11.9,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2012,2025-05-29,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.9,11.9,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,2025-05-29,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.9,11.9,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 1997,2025-05-29,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.9,11.9,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2025-05-29,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.9,11.9,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2024,2025-05-29,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.9,11.9,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2024,2025-05-29,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.9,11.9,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2006,2025-05-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.2,11.2,0,55.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2006,2025-05-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.2,11.2,0,55.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2012,2025-05-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.2,11.2,0,55.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,2025-05-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.2,11.2,0,55.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
06,065,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 1997,2025-05-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.2,11.2,0,55.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,40140,"Riverside-San Bernardino-Ontario, CA",2025-09-16
